NRO. RESOLUCIÓN,FECHA DE EMISIÓN,ASUNTO,NOMBRE DE LA ORGANIZACIÓN,TIPO DE SERVICIO,TIPO DE SERVICIO ESPECIFÍCO,APROBADO POR,PEDIDO_UNIFICADO
SGDPN-DRCPN-2025-0695-R,2025-09-05,INCLUSION/EXCLUSION DE SOCIOS,CORPORACIÓN INTERCULTURAL KACHIPUKARA,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION/EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0697-R,2025-09-05,REGISTRO DE DIRECTIVA,ASOCIACIÓN MONTUVIA COMUNITARIA HACIENDA NARCISITA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0698-R,2025-09-05,PERSONERIA JURIDICA,ASOCIACION DE SABIOS ANCESTRALES “ASAPO”,Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro ,Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro ,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro 
SGDPN-DRCPN-2025-0699-R,2025-09-05,REGISTRO DE DIRECTIVA,"COMUNIDAD DE RAICES ANCESTRALES ""SAN PABLO DE USHPAYAKU""",Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0700-R,2025-09-05,REGISTRO DE DIRECTIVA,FUNDACION DAYUME CAENTO,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0701-R,2025-09-08,PERSONERIA JURIDICA,ASOCIACION KICHWA MUSHUK KAWSAY,Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro,Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0703-R,2025-09-08,REFORMA DE ESTATUTO ,COMUNIDAD ECOLÓGICA CULTURAL YACU RUNA “CECYR”,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0704-R,2025-09-08,REFORMA DE ESTATUTO ,FUNDACIÓN SHUAR AYUMPUM,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0706-R,2025-09-08,REGISTRO DE DIRECTIVA,COMUNIDAD SHUAR WASHINTS,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0707-R,2025-09-08,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA ILIPI,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0708-R,2025-09-08,REGISTRO DE DIRECTIVA,ASOCIACION ÑUKANCHI KAUSAY,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0709-R,2025-09-08,REGISTRO DE DIRECTIVA,COMUNIDAD WAO-KICHWA OBEPARE,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0710-R,2025-09-08,REFORMA DE ESTATUTO ,FUNDACIÓN PARA EL FORTALECIMIENTO Y DESARROLLO ANCESTRAL E IDENTITARIO Y CULTURAL AFRO ECUATORIANO “PALENQUE YOWA”,Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro ,Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro ,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro 
SGDPN-DRCPN-2025-0711-R,2025-09-08,REGISTRO DE DIRECTIVA,COMUNIDAD NUEVA JUVENTUD 1980 TARACOA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0713-R,2025-09-09,PERSONERIA JURIDICA,COMUNIDAD KICHWA CHUVA CACHI,Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro,Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0714-R,2025-09-09,REGISTRO DE DIRECTIVA,COMUNIDAD CUADRAPAMBA,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0715-R,2025-09-09,PERSONERIA JURIDICA,"ASOCIACIÓN COMUNITARIA “BENDICIÓN DE DIOS”,",Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro,Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0716-R,2025-09-09,REGISTRO DE DIRECTIVA,ASOCIACIÓN KICHWA DOMINGO DAHUA “AKID”,Registro y actualización de Directiva,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva
SGDPN-DRCPN-2025-0717-R,2025-09-09,INCLUSION DE SOCIOS,ASOCIACIÓN KICHWA DOMINGO DAHUA “AKID”,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0718-R,2025-09-09,REGISTRO DE DIRECTIVA,UNIÓN DE NACIONALIDAD KICHWA SAN PABLO DE USHPAYAKU “UNKISPU”,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0719-R,2025-09-10,REGISTRO DE DIRECTIVA,FUNDACIÓN INDÍGENA AMAZÓNICO “SUMAK SACHA” “F.I.A.S.S”,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0720-R,2025-09-10,REGISTRO DE DIRECTIVA,CENTRO SHUAR “NAIKINENTSA”,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0721-R,2025-09-10,REGISTRO DE DIRECTIVA,CENTRO SHUAR “NAIKINENTSA”,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0722-R,2025-09-10,REGISTRO DE DIRECTIVA,CENTRO SHUAR DE NUMPATKAIM,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0723-R,2025-09-10,REGISTRO DE DIRECTIVA,COMUNIDAD ACHUAR DE WICHIM,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0724-R,2025-09-10,INCLUSION DE SOCIOS,ASOCIACIÓN MONTUVIA COMUNITARIA “HACIENDA NARCISITA”,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0725-R,2025-09-10,PERSONERIA JURIDICA,ASOCIACION INTERCULTURAL “NUEVA ESPERANZA”,Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro ,Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro ,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Registro y Otorgamiento de Personería Jurídica a Organizaciones sin fines de Lucro 
SGDPN-DRCPN-2025-0726-R,2025-09-10,REGISTRO DE DIRECTIVA ,COMUNIDAD KICHWA RIO LAGARTO DE WACHIYAKU CHICO “COKIRLA,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA  | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0727-R,2025-09-11,REFORMA DE ESTATUTO ,COMUNIDAD AWÁ JESÚS DEL GRAN PODER,Reforma y Mejoramiento de los Estatutos,Reforma y Mejoramiento de los Estatutos,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Reforma y Mejoramiento de los Estatutos
SGDPN-DRCPN-2025-0728-R,2025-09-11,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE PINTORES INDÍGENAS Y DE DIFERENTES ARTESANÍAS DE TIGUA “APIDAT”,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0729-R,2025-09-11,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA “TAMIA URCU”,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0730-R,2025-09-11,REGISTRO DE DIRECTIVA,ASOCIACIACIÓN DE NACIONALIDAD KICHWA INDEPENDIENTE DE ARAJUNO “ANKIA”,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0731-R,2025-09-11,REGISTRO DE DIRECTIVA,CENTRO COMUNITARIO KICHWA “PUKA RUMI”,Registro y actualización de Directiva ,Registro y actualización de Directiva,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0732-R,2025-09-11,REFORMA DE ESTATUTO ,COMUNA KICHWA “PUKA PEÑA,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0733-R,2025-09-12,REFORMA DE ESTATUTO ,FUNDACION JINTIA “FUJIN,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0734-R,2025-09-15,EXCLUSION DE SOCIOS,CENTRO DE FORMACIÓN DE SABIDURÍAS ANCESTRALES “HEREDEROS DE LA PACHAMAMA”,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios ,Luis Fernando Sarango Macas,EXCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0735-R,2025-09-15,REGISTRO DE DIRECTIVA,CENTRO ACHUAR IPIAK,Registro y actualización de Directiva ,Registro y actualización de Directiva  ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0736-R,2025-09-16,REGISTRO DE DIRECTIVA,COMUNIDADANCESTRAL KAPAWI,Registro y actualización de Directiva ,Registro y actualización de Directiva  ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0737-R,2025-09-16,REGISTRO DE DIRECTIVA,CORPORACIÓN ASOCIACIÓNDE NACIONALIDAD KICHWA INDEPENDIENTE DE ARAJUNO “ANKIA”,Registro y actualización de Directiva ,Registro y actualización de Directiva  ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0738-R,2025-09-16,PERSONERIA JURIDICA,FUNDACION DE DESARROLLO INTEGRAL “DULCE HOGAR” FUNDEI-DH,Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro,Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro,Luis Fernando Sarango Macas,PERSONERIA JURIDICA | Registro y otorgamiento de personería jurídica a organizaciones sin fines de lucro
SGDPN-DRCPN-2025-0739-R,2025-09-16,REGISTRO DE DIRECTIVA,ORGANIZACIÓN COMUNITARIA DE DESARROLLO TURÍSTICO LAGO VERDE QUILOTOA”,Registro y actualización de Directiva ,Registro y actualización de Directiva  ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0740-R,2025-09-16,REGISTRO DE DIRECTIVA,ASOCIACION INTERCULTURAL“NUEVA ESPERANZA”,Registro y actualización de Directiva ,Registro y actualización de Directiva  ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0741-R,2025-09-16,REGISTRO DE DIRECTIVA,ASOCIACIÓN COMUNITARIA “BENDICIÓN DE DIOS”,Registro y actualización de Directiva ,Registro y actualización de Directiva  ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0742-R,2025-09-17,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE MIGRANTES “VALLE CELESTIAL” DEL CANTON SAQUISILI,Registro y actualización de Directiva ,Registro y actualización de Directiva  ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0743-R,2025-09-17,REFORMA DE ESTATUTO ,COMUNIDAD INDÍGENA QUESERA TINGO “CAGUALA” A COMUNA QUESERA TINGO “CAGUALA”,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos ,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0744-R,2025-09-17,REFORMA DE ESTATUTO,ASOCIACIÓN DE LAS CASCADAS “LAS GOLONDRINAS”,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos ,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0745-R,2025-09-17,INCLUSION DE SOCIOS,ORGANIZACIÓN DE DEPORTISTAS ANCESTRALES DE LA REGIÓN AMAZÓNICA DEL ECUADOR,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0746-R,2025-09-17,REGISTRO DE DIRECTIVA,ORGANIZACIÓN DE DEPORTISTAS ANCESTRALES DE LA REGIÓN AMAZÓNICA DEL ECUADOR,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0747-R,2025-09-18,REGISTRO DE DIRECTIVA,CENTRO SHUAR SHIRAMENTSA,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0748-R,2025-09-18,REGISTRO DE DIRECTIVA,ASOCIACIÓN DE CENTROS DE LA NACIONALIDAD SHUAR NAAKAM TAYU DE PASTAZA,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0749-R,2025-09-18,REGISTRO DE DIRECTIVA,COMUNIDAD ÑAMARIN,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0750-R,2025-09-18,REGISTRO DE DIRECTIVA,FUNDACIÓN “YAANUA”,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0751-R,2025-09-18,REGISTRO DE DIRECTIVA,COMUNIDAD KICHWA ‘‘SAN FRANCISCO DE SABATA’’,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0752-R,2025-09-18,REGISTRO DE DIRECTIVA,ASOCIACIÓN SACHA SISA WARMI WANKURISHKA,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0753-R,2025-09-18,REGISTRO DE DIRECTIVA,FUNDACIÓN ECOLÓGICA “EL AVE FENIX” DE LA AMAZONÍA,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0754-R,2025-09-18,REFORMA DE ESTATUTO ,FUNDACIÓN RUNA RAYMIKUNA - CELEBRACIONES ANDINAS “FUNRURAY”,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos ,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0755-R,2025-09-18,INCLUSION DE SOCIOS,ASOCIACIÓN SACHA SISA WARMI WANKURISHKA,Registro de inclusión y/o exclusión de miembros ,Registro de inclusión y/o exclusión de miembros o socios,Luis Fernando Sarango Macas,INCLUSION DE SOCIOS | Registro de inclusión y/o exclusión de miembros 
SGDPN-DRCPN-2025-0756-R,2025-09-19,REGISTRO DE DIRECTIVA,CENTRO DE TURISMO COMUNITARIO ‘‘LAS TOLAS’’,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0757-R,2025-09-19,REFORMA DE ESTATUTO,FUNDACION MONTUBIA THIAGO ISMAEL,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos ,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0758-R,2025-09-19,REGISTRO DE DIRECTIVA,NACIONALIDAD ORIGINARIO A ́I KOFAN DEL ECUADOR “NOA IKE”,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0759-R,2025-09-19,REGISTRO DE DIRECTIVA,EKUATURNUM TARIMIAT SHUAR MATSATKA - NASHE,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0760-R,2025-09-19,REGISTRO DE DIRECTIVA,CENTRO SHUAR SAN VICENTE,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0761-R,2025-09-19,REGISTRO DE DIRECTIVA,ASOCIACIÓN SHUAR TARIMIAT,Registro y actualización de Directiva ,Registro y actualización de Directiva ,Luis Fernando Sarango Macas,REGISTRO DE DIRECTIVA | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0762-R,2025-09-19,REFORMA DE ESTATUTO ,ASOCIACION MAYORITARIA DE AFRODESCENDIENTES DE ESMERALDAS “AMAE ESMERALDAS”,Reforma y Mejoramiento de los Estatutos ,Reforma y Mejoramiento de los Estatutos ,Luis Fernando Sarango Macas,REFORMA DE ESTATUTO  | Reforma y Mejoramiento de los Estatutos 
SGDPN-DRCPN-2025-0763-R,2025-09-24,REGISTRO DE DIRECTIVA ,"CONFEDERACIÓN INTERCULTURAL DE PUEBLOS Y NACIONALIDADES DEL ECUADOR “AMARU”,",Registro y actualización de Directiva ,Registro y actualización de Directiva ,GUILLERMO ZAPATIER ,REGISTRO DE DIRECTIVA  | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0764-R,2025-09-30,REGISTRO DE DIRECTIVA ,CONSEJO DE SANADORES DEL CANTÓN SARAGURO,Registro y actualización de Directiva ,Registro y actualización de Directiva ,GUILLERMO ZAPATIER ,REGISTRO DE DIRECTIVA  | Registro y actualización de Directiva 
SGDPN-DRCPN-2025-0765-R,2025-09-30,REGISTRO DE DIRECTIVA ,CORPORACION DE ORGANIZACIONES POPULARES Y CAMPESINAS CRISTOBAL PAJUÑA COCP,Registro y actualización de Directiva ,Registro y actualización de Directiva ,GUILLERMO ZAPATIER ,REGISTRO DE DIRECTIVA  | Registro y actualización de Directiva 
